feature_id,layer_id,name_ar,candidate_images,manually_reviewed_images,verified_correct_images,public_rights_images,approved_primary_images,approved_gallery_images,rights_unknown_images,deferred_images,rejected_images,coverage_status
LY-TRI-000068,old-tripoli,جامع درغوث,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000069,old-tripoli,جامع شايب العين,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000070,old-tripoli,جامع الدروج,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000071,old-tripoli,جامع محمود خزنا دار,8,0,0,0,0,0,8,8,0,blocked_by_rights
LY-TRI-000072,old-tripoli,او بما يعرف مسجد السريا الحمراء مسجد القلعة,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000073,old-tripoli,جامع أحمد باشا القرمانللي,8,0,0,0,0,0,8,8,0,blocked_by_rights
LY-TRI-000074,old-tripoli,جامع الناقة,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000075,old-tripoli,جامع شان الشأن/مسجد الشنشان,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000076,old-tripoli,مسجد الزواية الكبيرة,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000077,old-tripoli,زاوية الكاتب,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000078,old-tripoli,الزاوية الصغيرة,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000079,old-tripoli,مبنى بنك دي روما,8,0,0,0,0,0,8,8,0,blocked_by_rights
LY-TRI-000080,old-tripoli,مبنى الريجية,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000081,old-tripoli,القنصلية الفرنسية,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000082,old-tripoli,حوش القرمانللي,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000083,old-tripoli,Galleria de bono,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000084,old-tripoli,جالاريا ماريوتي,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000085,old-tripoli,مبنى القنصلية الايطالية,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000086,old-tripoli,مبنى بلدية طرابلس التاريخية,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000087,old-tripoli,برج بوليلة,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000088,old-tripoli,المدرسة اليهودية,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000089,old-tripoli,القنصلية الإنجليزية,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000090,old-tripoli,المركز الصحي المدينة القديمة,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000091,old-tripoli,مبنى الكلية الحربية المدرسة البحرية العثمانية,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000092,old-tripoli,نادي باب البحر للايكيدو_,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000093,old-tripoli,مطعم الخان الطربلسي,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000094,old-tripoli,مطعم باب المدينة,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000095,old-tripoli,مقهى الطبجي,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000096,old-tripoli,مقهى السيدة مريم,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000097,old-tripoli,لاكورنو كافي,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000098,old-tripoli,كافي دي روما,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000099,old-tripoli,مقهي باديه,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000100,old-tripoli,بيتزا درغوت,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000101,old-tripoli,كازا كافيه,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000102,old-tripoli,مطعم الأثار,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000103,old-tripoli,مطعم فتوش المدينة القديمة ( قوس ماركوس ),6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000104,old-tripoli,مطعم ومعرض الاندلسسة,8,0,0,0,0,0,8,8,0,blocked_by_rights
LY-TRI-000105,old-tripoli,مطعم باب الحرية للمأكولات الشعبية,8,0,0,0,0,0,8,8,0,blocked_by_rights
LY-TRI-000106,old-tripoli,باب البحر,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000107,old-tripoli,باب المنشية,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000108,old-tripoli,باب عبدالله,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000109,old-tripoli,باب زناتة,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000110,old-tripoli,باب الخندق,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000111,old-tripoli,باب الجديد,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000112,old-tripoli,باب الفلة أو باب الغولة,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000113,old-tripoli,باب السريا باب القلعة,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000114,old-tripoli,باب درغوث,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000115,old-tripoli,باب الحرية,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000116,old-tripoli,سور المديمة القديمة,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000117,old-tripoli,سوق الصناعات التقليدية,10,0,0,0,0,0,10,10,0,blocked_by_rights
LY-TRI-000118,old-tripoli,سوق اللفة,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000119,old-tripoli,سوق الحوت,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000120,old-tripoli,سوق القزدارة,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000121,old-tripoli,سوق النسي,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000122,old-tripoli,سوق الرباع,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000123,old-tripoli,سوق المشير,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000124,old-tripoli,سوق الترك,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000125,old-tripoli,فندق الغدامسية,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000126,old-tripoli,فندق زميت الأثري,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000127,old-tripoli,فندق الزهر,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000128,old-tripoli,فندق الخان,2,0,0,0,0,0,2,2,0,blocked_by_rights
LY-TRI-000129,old-tripoli,فندق ميزران,8,0,0,0,0,0,8,8,0,blocked_by_rights
LY-TRI-000130,old-tripoli,فندق مادي الحسان,6,0,0,0,0,0,6,6,0,blocked_by_rights
LY-TRI-000131,old-tripoli,فندق الحبروش للنسيج اليدوي والالي,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000132,old-tripoli,فندق القرقني,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000133,old-tripoli,فندق إستراحة طرابلس المدينة,0,0,0,0,0,0,0,0,0,no_verified_images
LY-TRI-000134,old-tripoli,حمام درغوث الحمام الصغير,4,0,0,0,0,0,4,4,0,blocked_by_rights
LY-TRI-000135,old-tripoli,حمام النساء_حمام الحلقة,0,0,0,0,0,0,0,0,0,no_verified_images
