link_id,feature_id,layer_id,feature_name_ar,image_id,source_relative_path,current_role,file_exists,technical_quality,visual_match_status,duplicate_group_id,master_image_id,rights_status,publication_permission,verification_status,recommended_action,replacement_image_id,evidence,confidence,manual_review_required,notes
P2LINK-000031,LY-HOT-000010,hotels,فندق الثريا,IMG-8F535C871C5F10F8,assets/images/hotels/hotels-LY-HOTELS-00010-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00056,IMG-D4D00CD2677C29B4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000032,LY-HOT-000011,hotels,منتجع الينابيع السياحي,IMG-65AB52B2F6CC48F7,assets/images/hotels/hotels-LY-HOTELS-00011-04.webp,gallery,true,high,cannot_determine,DUP-00952,IMG-84252D7DCE95F6A0,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000033,LY-HOT-000011,hotels,منتجع الينابيع السياحي,IMG-DF81B5FBDADD0871,assets/images/hotels/hotels-LY-HOTELS-00011-05.webp,gallery,true,high,cannot_determine,DUP-00874,IMG-90022B6C6261A0E8,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000034,LY-HOT-000012,hotels,فندق برقة,IMG-119A09082CDA83D7,assets/images/hotels/hotels-LY-HOTELS-00012-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00310,IMG-5568E8921219816B,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000035,LY-HOT-000018,hotels,فندق الطاووس,IMG-70EDD68175987801,assets/images/hotels/hotels-LY-HOTELS-00018-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00873,IMG-70EDD68175987801,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000036,LY-HOT-000018,hotels,فندق الطاووس,IMG-5E40B38E935885E6,assets/images/hotels/hotels-LY-HOTELS-00018-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01203,IMG-3F0019B1FB50CC2A,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000037,LY-HOT-000018,hotels,فندق الطاووس,IMG-2C9B115E5AEA12E9,assets/images/hotels/hotels-LY-HOTELS-00018-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00558,IMG-BD5C230F0F3E49A2,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000038,LY-HOT-000018,hotels,فندق الطاووس,IMG-26DF96E261C14EE6,assets/images/hotels/hotels-LY-HOTELS-00018-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00061,IMG-7F8085AC82D3F80B,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000039,LY-HOT-000019,hotels,فندق الودان,IMG-6A860408D3A66731,assets/images/hotels/hotels-LY-HOTELS-00019-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00826,IMG-8D9EA23C81887426,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000040,LY-HOT-000019,hotels,فندق الودان,IMG-DB43D8167DF482F3,assets/images/hotels/hotels-LY-HOTELS-00019-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01094,IMG-67FC91E64EB9249D,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000041,LY-HOT-000019,hotels,فندق الودان,IMG-23AA573D976863BF,assets/images/hotels/hotels-LY-HOTELS-00019-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00932,IMG-F4180DB62996EED6,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000042,LY-HOT-000019,hotels,فندق الودان,IMG-2E69969DD1EF1BAB,assets/images/hotels/hotels-LY-HOTELS-00019-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00746,IMG-B7C610ED65925F5D,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000043,LY-HOT-000020,hotels,فندق دار السلام ( المسيرة سابقا ),IMG-872A6D479BE28E01,assets/images/hotels/hotels-LY-HOTELS-00020-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00670,IMG-FCAE0E7CAF03F59D,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000044,LY-HOT-000020,hotels,فندق دار السلام ( المسيرة سابقا ),IMG-253F76E0FE94EBF3,assets/images/hotels/hotels-LY-HOTELS-00020-03.webp,gallery,true,thumbnail_only,cannot_determine,,,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000045,LY-HOT-000020,hotels,فندق دار السلام ( المسيرة سابقا ),IMG-62E2C2869EB72051,assets/images/hotels/hotels-LY-HOTELS-00020-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00149,IMG-DA73381C48679FF7,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000046,LY-HOT-000020,hotels,فندق دار السلام ( المسيرة سابقا ),IMG-066297BAC6AAE169,assets/images/hotels/hotels-LY-HOTELS-00020-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00807,IMG-3D038DA6076E2102,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000047,LY-HOT-000021,hotels,فندق سان جورج,IMG-3CBAB36D93017A02,assets/images/hotels/hotels-LY-HOTELS-00021-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00888,IMG-A6E700E352D9D346,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000048,LY-HOT-000021,hotels,فندق سان جورج,IMG-95CF601757354B3F,assets/images/hotels/hotels-LY-HOTELS-00021-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00467,IMG-DA3F97E70275903E,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000049,LY-HOT-000021,hotels,فندق سان جورج,IMG-6B6A6F7DC87798A5,assets/images/hotels/hotels-LY-HOTELS-00021-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00602,IMG-21B747EF21AF4EB2,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000050,LY-HOT-000021,hotels,فندق سان جورج,IMG-D029A97AEA25937B,assets/images/hotels/hotels-LY-HOTELS-00021-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01215,IMG-02C2E0F3E00D62FE,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000051,LY-HOT-000022,hotels,فندق الحسنين الكبير,IMG-19C3F36AD1E19044,assets/images/hotels/hotels-LY-HOTELS-00022-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00650,IMG-7F6D30A79425F860,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000052,LY-HOT-000022,hotels,فندق الحسنين الكبير,IMG-5E9DCD4D059C7AD9,assets/images/hotels/hotels-LY-HOTELS-00022-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00704,IMG-806E5F9FF99C0997,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000053,LY-HOT-000022,hotels,فندق الحسنين الكبير,IMG-314F97456D2A7EB2,assets/images/hotels/hotels-LY-HOTELS-00022-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00498,IMG-30873D3AF2BC6450,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000054,LY-HOT-000023,hotels,بيوت الشباب,IMG-56A6440E48860943,assets/images/hotels/hotels-LY-HOTELS-00023-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00630,IMG-764C36CA540766FE,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000055,LY-HOT-000023,hotels,بيوت الشباب,IMG-FD2787C91485695B,assets/images/hotels/hotels-LY-HOTELS-00023-02.webp,gallery,true,acceptable,cannot_determine,DUP-00763,IMG-9B59C43D9CD1C18B,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000056,LY-HOT-000023,hotels,بيوت الشباب,IMG-F51E7FC26DAC2D45,assets/images/hotels/hotels-LY-HOTELS-00023-03.webp,gallery,true,high,cannot_determine,DUP-00566,IMG-C19301E8DA3E8463,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000057,LY-HOT-000023,hotels,بيوت الشباب,IMG-E1B016E4293C4E28,assets/images/hotels/hotels-LY-HOTELS-00023-04.webp,gallery,true,high,cannot_determine,DUP-01198,IMG-E1B016E4293C4E28,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000058,LY-HOT-000024,hotels,فندق بلاغراي السياحي ( التلال سابقا ),IMG-F5D8E40E6C1EA4DB,assets/images/hotels/hotels-LY-HOTELS-00024-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00833,IMG-ECA705914F3DDBD7,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000059,LY-HOT-000024,hotels,فندق بلاغراي السياحي ( التلال سابقا ),IMG-E7D3068BC5E134C3,assets/images/hotels/hotels-LY-HOTELS-00024-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01173,IMG-FB213F7408D70E4A,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000060,LY-HOT-000024,hotels,فندق بلاغراي السياحي ( التلال سابقا ),IMG-DE54699A7BE9E866,assets/images/hotels/hotels-LY-HOTELS-00024-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00116,IMG-6E0E1A2F23BFA9C0,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000061,LY-HOT-000024,hotels,فندق بلاغراي السياحي ( التلال سابقا ),IMG-2DCB4191BC42A6BC,assets/images/hotels/hotels-LY-HOTELS-00024-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01201,IMG-9A7A508A4150B7F2,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000062,LY-HOT-000025,hotels,منتجع ايميليا,IMG-E4FA3718C8C00988,assets/images/hotels/hotels-LY-HOTELS-00025-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00284,IMG-08F6D5CE7DAC9C94,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000063,LY-HOT-000025,hotels,منتجع ايميليا,IMG-2ED96BA245C7977F,assets/images/hotels/hotels-LY-HOTELS-00025-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00338,IMG-E6D959555AF952BD,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000064,LY-HOT-000025,hotels,منتجع ايميليا,IMG-ED49B7E26705D04D,assets/images/hotels/hotels-LY-HOTELS-00025-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00578,IMG-2AD89B2842B07053,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000065,LY-HOT-000025,hotels,منتجع ايميليا,IMG-185BDC2EE6D50CD9,assets/images/hotels/hotels-LY-HOTELS-00025-05.webp,gallery,true,thumbnail_only,cannot_determine,,,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000066,LY-HOT-000025,hotels,منتجع ايميليا,IMG-BB269B254C48DEA9,assets/images/hotels/hotels-LY-HOTELS-00025-06.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00617,IMG-07FFCFDE37505508,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000067,LY-HOT-000026,hotels,منتجع وموتيل الأمان,IMG-2B0470543FB41D5D,assets/images/hotels/hotels-LY-HOTELS-00026-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00875,IMG-C455F0239870E895,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000068,LY-HOT-000026,hotels,منتجع وموتيل الأمان,IMG-DC66EC13E3ED095D,assets/images/hotels/hotels-LY-HOTELS-00026-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00862,IMG-73A199B840BD9A0E,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000069,LY-HOT-000026,hotels,منتجع وموتيل الأمان,IMG-1E9F3B0C58B000F9,assets/images/hotels/hotels-LY-HOTELS-00026-03.webp,gallery,true,thumbnail_only,cannot_determine,,,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000070,LY-HOT-000026,hotels,منتجع وموتيل الأمان,IMG-12A99CAC837B7066,assets/images/hotels/hotels-LY-HOTELS-00026-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00225,IMG-6468C08B1B1F0DFA,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000071,LY-HOT-000027,hotels,بيوت شباب غدامس,IMG-76159BDC315DE906,assets/images/hotels/hotels-LY-HOTELS-00027-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00142,IMG-2A66FD84B44F3088,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000072,LY-HOT-000028,hotels,نالوت غدامس فندق باب العز,IMG-EEC9D5AE902233A5,assets/images/hotels/hotels-LY-HOTELS-00028-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00242,IMG-228F6BDB3D316354,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000073,LY-HOT-000028,hotels,نالوت غدامس فندق باب العز,IMG-CC12F19157DAA806,assets/images/hotels/hotels-LY-HOTELS-00028-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00178,IMG-CDA45E1F00D6ADE2,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000074,LY-HOT-000028,hotels,نالوت غدامس فندق باب العز,IMG-9180DF4FCBAF9A01,assets/images/hotels/hotels-LY-HOTELS-00028-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01119,IMG-A0A5587BA0643ED6,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000075,LY-HOT-000029,hotels,فندق أبراج الوسطى,IMG-0F373BA333C2EBDE,assets/images/hotels/hotels-LY-HOTELS-00029-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00502,IMG-CB96DDDE68C5CFBE,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000076,LY-HOT-000029,hotels,فندق أبراج الوسطى,IMG-35F1F2EDB9CDDCA1,assets/images/hotels/hotels-LY-HOTELS-00029-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00202,IMG-C08AB5D6B044ED79,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000077,LY-HOT-000031,hotels,فندق قصر الفيروز,IMG-4B53EBB6AABCC1D3,assets/images/hotels/hotels-LY-HOTELS-00031-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00031,IMG-935DD19ECAFD33E4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000078,LY-HOT-000031,hotels,فندق قصر الفيروز,IMG-110FEF464D2C395F,assets/images/hotels/hotels-LY-HOTELS-00031-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00021,IMG-BE5EAB4A5C09CAA4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000079,LY-HOT-000031,hotels,فندق قصر الفيروز,IMG-590675C1DE7ECB98,assets/images/hotels/hotels-LY-HOTELS-00031-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00790,IMG-ACCE222A1C8826AD,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000080,LY-HOT-000031,hotels,فندق قصر الفيروز,IMG-88F9E3D4EBB82F29,assets/images/hotels/hotels-LY-HOTELS-00031-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00634,IMG-7B49A9BE9EE45794,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000081,LY-HOT-000031,hotels,فندق قصر الفيروز,IMG-792FD5E40F6FFFF5,assets/images/hotels/hotels-LY-HOTELS-00031-05.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00405,IMG-6332230EC4683844,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000082,LY-HOT-000031,hotels,فندق قصر الفيروز,IMG-FFE2673C35F0DB78,assets/images/hotels/hotels-LY-HOTELS-00031-06.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00234,IMG-A06795E129A97F38,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000083,LY-HOT-000032,hotels,Royal Gardens Hotels,IMG-5BA106F592D0332E,assets/images/hotels/hotels-LY-HOTELS-00032-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01126,IMG-19CA1851ED79FB1D,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000084,LY-HOT-000032,hotels,Royal Gardens Hotels,IMG-3E3FF2B9BBAEFFDB,assets/images/hotels/hotels-LY-HOTELS-00032-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00667,IMG-2FA35C187FC45B3D,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000085,LY-HOT-000032,hotels,Royal Gardens Hotels,IMG-4B63A3D90F8A46D0,assets/images/hotels/hotels-LY-HOTELS-00032-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00009,IMG-C615EE7FE44FF088,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000086,LY-HOT-000034,hotels,فندق احواص,IMG-5ED99B628601EBD3,assets/images/hotels/hotels-LY-HOTELS-00034-01.webp,gallery,true,acceptable,cannot_determine,DUP-00839,IMG-522DC3EE12090AF5,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000087,LY-HOT-000035,hotels,فندق الانوار,IMG-657CB03042B5C04B,assets/images/hotels/hotels-LY-HOTELS-00035-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00656,IMG-03ECD13E8D5C6991,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000088,LY-HOT-000035,hotels,فندق الانوار,IMG-CE769FD5F6AAABCE,assets/images/hotels/hotels-LY-HOTELS-00035-02.webp,gallery,true,acceptable,cannot_determine,DUP-00270,IMG-2484267A6E6822D2,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000089,LY-HOT-000035,hotels,فندق الانوار,IMG-69AD6A21A3E984EB,assets/images/hotels/hotels-LY-HOTELS-00035-03.webp,gallery,true,acceptable,cannot_determine,DUP-00062,IMG-93BF26F7ED744E21,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000090,LY-HOT-000035,hotels,فندق الانوار,IMG-340DE9CF9A3B05FC,assets/images/hotels/hotels-LY-HOTELS-00035-04.webp,gallery,true,high,cannot_determine,DUP-01265,IMG-F5781B86F1F14F78,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000091,LY-HOT-000036,hotels,فندق الأخوة,IMG-02413AAE55399FB1,assets/images/hotels/hotels-LY-HOTELS-00036-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01194,IMG-D3FB20419603B1A1,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000092,LY-HOT-000036,hotels,فندق الأخوة,IMG-2BF4C09ED2ED2AE0,assets/images/hotels/hotels-LY-HOTELS-00036-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00768,IMG-982EFF887CF64AFB,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000093,LY-HOT-000036,hotels,فندق الأخوة,IMG-01918427C4543AEF,assets/images/hotels/hotels-LY-HOTELS-00036-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01057,IMG-02DD2D3973F5720A,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000094,LY-HOT-000036,hotels,فندق الأخوة,IMG-2D6FD52000FBB7A9,assets/images/hotels/hotels-LY-HOTELS-00036-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00902,IMG-0C85CA8C6A8DB3B4,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000095,LY-HOT-000037,hotels,فندق الأصالة,IMG-5806382F3E321975,assets/images/hotels/hotels-LY-HOTELS-00037-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00693,IMG-D0E8CF7434915CC6,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000096,LY-HOT-000037,hotels,فندق الأصالة,IMG-24671DEE5175D8F7,assets/images/hotels/hotels-LY-HOTELS-00037-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00818,IMG-5BDAB4269E892130,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000097,LY-HOT-000037,hotels,فندق الأصالة,IMG-4F8609AE7C0DB9C4,assets/images/hotels/hotels-LY-HOTELS-00037-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00950,IMG-3A059A0B4DC4A8E3,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000098,LY-HOT-000038,hotels,فندق الأصيل,IMG-2BEC7C4B87BFEE2A,assets/images/hotels/hotels-LY-HOTELS-00038-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00025,IMG-DE7D1D958BED2577,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
