link_id,feature_id,layer_id,feature_name_ar,image_id,source_relative_path,current_role,file_exists,technical_quality,visual_match_status,duplicate_group_id,master_image_id,rights_status,publication_permission,verification_status,recommended_action,replacement_image_id,evidence,confidence,manual_review_required,notes
P2LINK-000511,LY-HOT-000314,hotels,فندق السرايا,IMG-B9573C8C7FB931A8,assets/images/hotels/hotels-LY-HOTELS-00314-01.webp,gallery,true,acceptable,cannot_determine,DUP-00520,IMG-5269628C74ADF318,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000512,LY-HOT-000314,hotels,فندق السرايا,IMG-9EA57547A5CADF9F,assets/images/hotels/hotels-LY-HOTELS-00314-02.webp,gallery,true,acceptable,cannot_determine,DUP-00831,IMG-43B95771248041C0,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000513,LY-HOT-000314,hotels,فندق السرايا,IMG-A621EC690B7CF91C,assets/images/hotels/hotels-LY-HOTELS-00314-03.webp,gallery,true,acceptable,cannot_determine,DUP-01131,IMG-344CFBC9C6B372F8,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000514,LY-HOT-000314,hotels,فندق السرايا,IMG-5F0B87CC56980023,assets/images/hotels/hotels-LY-HOTELS-00314-04.webp,gallery,true,high,cannot_determine,DUP-00880,IMG-A9FE60CE8BAB8B94,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000515,LY-HOT-000318,hotels,الحبايب,IMG-C342E390F07568AB,assets/images/hotels/hotels-LY-HOTELS-00318-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00612,IMG-9A036A41DCB17370,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000516,LY-HOT-000318,hotels,الحبايب,IMG-D99FC6C79707FC6E,assets/images/hotels/hotels-LY-HOTELS-00318-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00766,IMG-61B6875831D17BA1,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000517,LY-HOT-000319,hotels,هوم بلازا_للشقق الفندقية,IMG-FB95B3497C1F55CA,assets/images/hotels/hotels-LY-HOTELS-00319-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01025,IMG-A5A330256BF13807,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000518,LY-HOT-000320,hotels,فندق الرحال,IMG-007802D9BC5D755F,assets/images/hotels/hotels-LY-HOTELS-00320-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00848,IMG-F35449759FEAB1E9,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000519,LY-HOT-000321,hotels,الوادي 2 للشقق الفندقية,IMG-6114B601BF0B1A8C,assets/images/hotels/hotels-LY-HOTELS-00321-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00170,IMG-18D2823CC6168755,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000520,LY-HOT-000322,hotels,الأطلس للشقق الفندقية,IMG-8E4486514CFFA7F7,assets/images/hotels/hotels-LY-HOTELS-00322-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00428,IMG-00A08FB9993FDC6A,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000521,LY-HOT-000322,hotels,الأطلس للشقق الفندقية,IMG-B9FAA949CA990BF2,assets/images/hotels/hotels-LY-HOTELS-00322-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00852,IMG-D60F928781EC0028,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000522,LY-HOT-000323,hotels,فندق بيزا السياحي,IMG-7C37736A8EF80145,assets/images/hotels/hotels-LY-HOTELS-00323-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00359,IMG-18EEA34E41204D8F,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000523,LY-HOT-000323,hotels,فندق بيزا السياحي,IMG-E0255209BACC4072,assets/images/hotels/hotels-LY-HOTELS-00323-02.webp,gallery,true,high,cannot_determine,DUP-00646,IMG-2BA245639081FD7A,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000524,LY-HOT-000323,hotels,فندق بيزا السياحي,IMG-8F2FAE7100B53F30,assets/images/hotels/hotels-LY-HOTELS-00323-03.webp,gallery,true,acceptable,cannot_determine,DUP-01348,IMG-AE26AB792A1C1029,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000525,LY-HOT-000323,hotels,فندق بيزا السياحي,IMG-C417E10EEC13BB47,assets/images/hotels/hotels-LY-HOTELS-00323-04.webp,gallery,true,acceptable,cannot_determine,DUP-01000,IMG-B3F654A5763B591A,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000526,LY-HOT-000324,hotels,فندق قوز التيك,IMG-F11E4A59FEBF8315,assets/images/hotels/hotels-LY-HOTELS-00324-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00100,IMG-1389659C2264D447,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000527,LY-HOT-000324,hotels,فندق قوز التيك,IMG-8FCB7322682AE668,assets/images/hotels/hotels-LY-HOTELS-00324-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00381,IMG-932FBDBDC8A0E102,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000528,LY-HOT-000331,hotels,فندق الراحة اجدابيا,IMG-844AB3082A456BFB,assets/images/hotels/hotels-LY-HOTELS-00331-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00855,IMG-558CE15AD985397D,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000529,LY-HOT-000331,hotels,فندق الراحة اجدابيا,IMG-7B5EFE12C360D506,assets/images/hotels/hotels-LY-HOTELS-00331-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00868,IMG-DAD489FC24308F74,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000530,LY-HOT-000331,hotels,فندق الراحة اجدابيا,IMG-873D69425FECB19C,assets/images/hotels/hotels-LY-HOTELS-00331-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00597,IMG-7559C8FD71866847,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000531,LY-HOT-000332,hotels,عمار او المجد للشقق الفندقية,IMG-C1AE737C120905FA,assets/images/hotels/hotels-LY-HOTELS-00332-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00330,IMG-3EA653CB93695794,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000532,LY-HOT-000332,hotels,عمار او المجد للشقق الفندقية,IMG-478A75FE389CE980,assets/images/hotels/hotels-LY-HOTELS-00332-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00082,IMG-715DEE9D948E5098,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000533,LY-HOT-000332,hotels,عمار او المجد للشقق الفندقية,IMG-6FB3ED47055394F9,assets/images/hotels/hotels-LY-HOTELS-00332-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00064,IMG-63A584C31DB9DCED,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000534,LY-HOT-000333,hotels,فندق مزايا اجدابيا,IMG-D93EABF8C6526D6E,assets/images/hotels/hotels-LY-HOTELS-00333-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01377,IMG-CCC9ACB679F36245,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000535,LY-HOT-000333,hotels,فندق مزايا اجدابيا,IMG-9650D84044FB2212,assets/images/hotels/hotels-LY-HOTELS-00333-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00726,IMG-3FAF275C99909A08,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000536,LY-HOT-000333,hotels,فندق مزايا اجدابيا,IMG-1A943205EBD35574,assets/images/hotels/hotels-LY-HOTELS-00333-03.webp,gallery,true,thumbnail_only,cannot_determine,,,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000537,LY-HOT-000334,hotels,فندق التوجان السياحي,IMG-35322FD32CA106B6,assets/images/hotels/hotels-LY-HOTELS-00334-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00582,IMG-8E4C579EE177DF57,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000538,LY-HOT-000334,hotels,فندق التوجان السياحي,IMG-2FC27CA00FB8E170,assets/images/hotels/hotels-LY-HOTELS-00334-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00521,IMG-B5092D72CC509D85,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000539,LY-HOT-000334,hotels,فندق التوجان السياحي,IMG-6D1A618DFDE331FF,assets/images/hotels/hotels-LY-HOTELS-00334-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01099,IMG-E9F1BCC6C5669C3F,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000540,LY-HOT-000335,hotels,نزل وقاعة الهاشمي,IMG-C99CB2EDA0546E4A,assets/images/hotels/hotels-LY-HOTELS-00335-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00455,IMG-882914DCCBCD4B08,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000541,LY-HOT-000336,hotels,نزل وقاعة زهرة الخليج,IMG-9B0A5BE0E41F60DC,assets/images/hotels/hotels-LY-HOTELS-00336-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01109,IMG-66BACF4E74F7ABB8,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000542,LY-HOT-000336,hotels,نزل وقاعة زهرة الخليج,IMG-918023070113E36D,assets/images/hotels/hotels-LY-HOTELS-00336-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00817,IMG-EA74CD018069CC41,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000543,LY-HOT-000336,hotels,نزل وقاعة زهرة الخليج,IMG-D2C79E8289A55521,assets/images/hotels/hotels-LY-HOTELS-00336-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00856,IMG-6A12089167F1ECD8,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000544,LY-HOT-000337,hotels,الهضبة للشقق الفندقية,IMG-8965EEC8E5FF047F,assets/images/hotels/hotels-LY-HOTELS-00337-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00951,IMG-EEEE06A8EE8A5BBE,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000545,LY-HOT-000337,hotels,الهضبة للشقق الفندقية,IMG-2AD93999221E6C56,assets/images/hotels/hotels-LY-HOTELS-00337-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01020,IMG-C6A2708D8DBECDD5,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000546,LY-HOT-000337,hotels,الهضبة للشقق الفندقية,IMG-05D89E17E705B6AD,assets/images/hotels/hotels-LY-HOTELS-00337-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00655,IMG-54AF92C6F25948BB,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000547,LY-HOT-000338,hotels,الامان للشقق الفندقية,IMG-500722E7A72A0CB8,assets/images/hotels/hotels-LY-HOTELS-00338-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00222,IMG-D7CE0E4AF92A71CB,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000548,LY-HOT-000338,hotels,الامان للشقق الفندقية,IMG-5B15B18E7D1312CE,assets/images/hotels/hotels-LY-HOTELS-00338-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00152,IMG-793F70578237D880,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000549,LY-HOT-000339,hotels,نزل ماريا MARIYA,IMG-85FF2A28B63234FE,assets/images/hotels/hotels-LY-HOTELS-00339-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00403,IMG-AF253CDB6BCF82B9,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000550,LY-HOT-000339,hotels,نزل ماريا MARIYA,IMG-7BA4D434DCD21836,assets/images/hotels/hotels-LY-HOTELS-00339-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00022,IMG-6C0019D26EA04C31,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000551,LY-HOT-000339,hotels,نزل ماريا MARIYA,IMG-B1C35746D8F31905,assets/images/hotels/hotels-LY-HOTELS-00339-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00730,IMG-B7A27121DEC6BCAB,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000552,LY-HOT-000340,hotels,فندق الرابطة,IMG-BD20E72787241A92,assets/images/hotels/hotels-LY-HOTELS-00340-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00103,IMG-F9AC1761B241CDCE,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000553,LY-HOT-000342,hotels,فندق غريان السياحي,IMG-4B76AA9E191EC586,assets/images/hotels/hotels-LY-HOTELS-00342-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00404,IMG-E46FAAB47F3CCBB1,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000554,LY-HOT-000342,hotels,فندق غريان السياحي,IMG-790F7D11A0C954E3,assets/images/hotels/hotels-LY-HOTELS-00342-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00112,IMG-769F03D270A0C913,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000555,LY-HOT-000342,hotels,فندق غريان السياحي,IMG-18E850A1CC9F300A,assets/images/hotels/hotels-LY-HOTELS-00342-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00391,IMG-75D9C2C63F03B18A,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000556,LY-HOT-000343,hotels,فندق روايال غريان,IMG-B2F0F8C95D27D07E,assets/images/hotels/hotels-LY-HOTELS-00343-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00336,IMG-99A77748F15BA271,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000557,LY-HOT-000343,hotels,فندق روايال غريان,IMG-C82F630154408DD2,assets/images/hotels/hotels-LY-HOTELS-00343-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00564,IMG-1AB064F7E858BA50,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000558,LY-HOT-000343,hotels,فندق روايال غريان,IMG-B763B0A4F348044A,assets/images/hotels/hotels-LY-HOTELS-00343-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00942,IMG-D390AF586B66A4F9,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000559,LY-HOT-000343,hotels,فندق روايال غريان,IMG-A1F09EB8D6EA4DD5,assets/images/hotels/hotels-LY-HOTELS-00343-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00956,IMG-4F45A1A2AFC0B0B0,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000560,LY-HOT-000344,hotels,فندق حوش بوغنوش,IMG-A99658DB11939621,assets/images/hotels/hotels-LY-HOTELS-00344-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00024,IMG-6F6E80FA1C398EEC,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000561,LY-HOT-000344,hotels,فندق حوش بوغنوش,IMG-59CAA4DB79A59BCF,assets/images/hotels/hotels-LY-HOTELS-00344-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00227,IMG-1C44E65D0B391EE1,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000562,LY-HOT-000344,hotels,فندق حوش بوغنوش,IMG-02024DA4745BCCB7,assets/images/hotels/hotels-LY-HOTELS-00344-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00837,IMG-2E6B0BC5B271F621,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000563,LY-HOT-000344,hotels,فندق حوش بوغنوش,IMG-75CC2F7978CB4140,assets/images/hotels/hotels-LY-HOTELS-00344-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00752,IMG-3B8C0CB60714ED5B,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000564,LY-HOT-000345,hotels,فندق اللؤلؤة السياحي البضاء,IMG-C1997F4EB6ECAB93,assets/images/hotels/hotels-LY-HOTELS-00345-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00700,IMG-BEF1F2F1E807EA48,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000565,LY-HOT-000345,hotels,فندق اللؤلؤة السياحي البضاء,IMG-F184080C2E496B05,assets/images/hotels/hotels-LY-HOTELS-00345-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00288,IMG-67676277997A687B,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000566,LY-HOT-000345,hotels,فندق اللؤلؤة السياحي البضاء,IMG-5875E6DDBB7440C2,assets/images/hotels/hotels-LY-HOTELS-00345-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00266,IMG-7A5BB67D81637BF8,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000567,LY-HOT-000345,hotels,فندق اللؤلؤة السياحي البضاء,IMG-9C201294D2C9C54F,assets/images/hotels/hotels-LY-HOTELS-00345-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00887,IMG-2082243388C534FA,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000568,LY-HOT-000346,hotels,فندق لؤلؤة الخليج البيضاء,IMG-5875E6DDBB7440C2,assets/images/hotels/hotels-LY-HOTELS-00345-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00266,IMG-7A5BB67D81637BF8,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000569,LY-HOT-000346,hotels,فندق لؤلؤة الخليج البيضاء,IMG-C1997F4EB6ECAB93,assets/images/hotels/hotels-LY-HOTELS-00345-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00700,IMG-BEF1F2F1E807EA48,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000570,LY-HOT-000346,hotels,فندق لؤلؤة الخليج البيضاء,IMG-9C201294D2C9C54F,assets/images/hotels/hotels-LY-HOTELS-00345-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00887,IMG-2082243388C534FA,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000571,LY-HOT-000346,hotels,فندق لؤلؤة الخليج البيضاء,IMG-F184080C2E496B05,assets/images/hotels/hotels-LY-HOTELS-00345-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00288,IMG-67676277997A687B,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000572,LY-HOT-000349,hotels,النوران_ للشقق_الفندقية,IMG-65F952AC1826FCC9,assets/images/hotels/hotels-LY-HOTELS-00349-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01242,IMG-6E08B25C96998D68,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000573,LY-HOT-000349,hotels,النوران_ للشقق_الفندقية,IMG-D4D2F96301A9A4EA,assets/images/hotels/hotels-LY-HOTELS-00349-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01005,IMG-73C8C74FF4EDD633,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000574,LY-HOT-000349,hotels,النوران_ للشقق_الفندقية,IMG-D00A698E1C90CE23,assets/images/hotels/hotels-LY-HOTELS-00349-03.webp,gallery,true,thumbnail_only,cannot_determine,DUP-01169,IMG-76CA5C810D37CB5E,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000575,LY-HOT-000349,hotels,النوران_ للشقق_الفندقية,IMG-A0DA45B95E90E4CC,assets/images/hotels/hotels-LY-HOTELS-00349-04.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00128,IMG-47F9DC086DF34079,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000576,LY-HOT-000352,hotels,فندق اية الجبل البيضاء,IMG-2986C5A66BB26BE3,assets/images/hotels/hotels-LY-HOTELS-00352-01.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00071,IMG-E3EC8DB4F82EDA83,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
P2LINK-000577,LY-HOT-000352,hotels,فندق اية الجبل البيضاء,IMG-7A84D70272A125FE,assets/images/hotels/hotels-LY-HOTELS-00352-02.webp,gallery,true,thumbnail_only,cannot_determine,DUP-00265,IMG-885587A60111962A,unknown,requires_review,valid_but_rights_unknown,retain_reference_defer_publication,,"automatic_validation: file, hash, feature and relative path checked",technical_only,true,Existence is not visual identity or rights verification.
